Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
155,"The Quickness Of The Hand TX : 26th May 1970 Director : David Sullivan Proudfoot Script : Colin Free Cast : Deborah Stanford (Rena Szarvos), David Simeon (Desk Clerk), Barry Dennen (Kirby), Guy Deghy (Josef), Richard Heffer (Gregor) and Olaf Pooley (Istov).",m,0,1,0,0
156,"Until that time, the Secretary of State has ordered that the Director General of Telecommunications (the Director, or Oftel) will be the NRA for the purposes of the new Directives.",u,0,0,1,0
157,"Also present at the reception were senior executives and the series director, producer and editor from Keshet TV, Channel 2''s largest franchisee, which co-produced the programme with New Israel Fund.",u,0,0,1,0
158,"Director of England £80,000 to £85,000 per annum London (Head Office) Last year, the Princeâ€TMs Trust raised nearly £50 million and worked with 40,000 young people.",u,0,0,1,0
159,""" Director of MoCHA, Hilary Westwater, said: ""This will be a first as there is no food museum in the world at the moment.",f,1,0,0,0
160,Director: Professor Arthur Willoughby Return to MEng Information Address for general enquiries: Master of Engineering Office Faculty of Engineering and Applied Science University of Southampton Highfield SOUTHAMPTON S017 1BJ Tel: (01703) 593561 Fax: (01703) 594182 University switchboard: (01703) 595000 Assistant Director of the Courses:Dr Steve Gabriel Assistant Director - European Affairs:Dr Mike Lovegrove Secretary to the Courses: Mrs N Martin Assistant to the Courses: Dominique Higgins Engineering Faculty Administration Faculty Office: Tel: (01703) 592869 For enquiries about MEng subject areas,m,0,1,0,0
161,"Her career spans 25 years as a practising information professional, working in public, special, national and academic libraries as an information specialist, library manager and strategic director, in addition to consultancy assignments in the UK and overseas.",m,0,1,0,0
162,"If the script is clunky, good actors and a good director can make the difference.",u,0,0,1,0
163,"In fact Feltham President Andy Lonsdale is the managing director of Seagrave Haulage, sponsors of the Seagrave Haulage Football League.",m,0,1,0,0
164,"Afterwards an ecstatic Director of Rugby League Paul Fletcher commented ''this is a fantastic achievement to go all season unbeaten; it just under pins not only a very talented bunch of players, but also justifies their attitude and dedication on and off the training and playing field!",m,0,1,0,0
165,One thing is for sure I would not like to have the responsibility of being a tournament director.,u,0,0,1,0
166,"The industry body was originally established by a group of five leading converters, and Linda Ling, managing director of founding member, Gowrings Mobility, points out: ""What is galling about this legislation is that our concerns have not been taken seriously.",f,1,0,0,0
167,"Chaired by Oliver Cleaver, media director Europe at Kimberly-Clark, an independent judging panel will look for the best outdoor media planning in four categories: best use of outdoor in a multimedia campaign; best use of multiple formats in outdoor; best use of continuity in outdoor and best use of innovation in the sector.",m,0,1,0,0
168,"The main new feature of ATP III is a focus on the prevention of coronary heart disease in people with multiple risk factors. ?Americans at high risk for a heart attack are too often not identified and so, don?t receive sufficiently aggressive treatment,? said NHLBI director Dr. Claude Lenfant in an NIH press release. ?Yet, studies show conclusively that lowering the level of low-density lipoprotein, or LDL, the ?bad cholesterol,? can reduce the short-term risk for heart disease by as much as 40 percent.?",m,0,1,0,0
169,After a few days the director of Top Gear admitted guilt and sent us £250 to be used as we see fit.,u,0,0,1,0
170,"However, this is about to change, according to Richard Haycock, director of Hexatec Systems.",m,0,1,0,0
171,It was announced in April 2002 that Monsieur Jean Arvis who has been a non-executive director since 1998 would retire and not stand for re-election at this year''s AGM.,m,0,1,0,0
172,CES advised the director and marketing director as they planned and implemented improvements.,u,0,0,1,0
173,"The founder and director of Gothic Voices, Christopher Page has written innumerable articles on medieval music, instruments and performance practice, and four books: Voices and Instruments of the Middle Ages (1987), The Owl and the Nightingale: Musical Life and Ideas in France 1100-1300 (1989), The Summa Musice: A Thirteenth-Century Manual for Singers (1991), and Discarding Images: Reflections on Music and Culture in Medieval France (Oxford, 1994).",m,0,1,0,0
174,In 1989 he founded the QUESTOR Centre in Queen''s University and became its first Director.,m,0,1,0,0
175,"The meeting – convened by the board of Liverpool Culture Company (LCC) at Tate Liverpool on 11 July – followed the resignation of Robyn Archer, the Australian artistic director of Liverpool 08.",f,1,0,0,0
176,"'' That might sound an idealistic vision, but for Michael Jarman, managing director of Yorkshire family bakery Elizabeth Botham & Sons, it is very much a reality.",m,0,1,0,0
177,", received its world première in Detroit, where it was described as ""mesmerizing"" by the Free Press. ***** NORTHERN LIGHTS Gothenburg Symphony Orchestra plays Eduard Tubin''s Toccata Birmingham Symphony Hall 4 August 2005 7.30 pm More info: http://www.necgroup.co.uk ***** Jaan Kaplinski at the Edinburgh Book Festival 28 August 2005 7.30 pm At the Open University Writers'' Retreat More info: http://www.edbookfest.co.uk ***** INTERNATIONAL OPEN ARCHITECTURE COMPETITION FOR THE NEW ESTONIAN NATIONAL MUSEUM BUILDING COMPLEX ***** Estonian Philharmonic Chamber Choir at BBC Proms Nr 45 Christopher Bowers-Broadbent (organ) Estonian Philharmonic Chamber Choir Paul Hillier director Pérotin Sederunt principes (12 mins) Arvo Pärt An den Wassern (22 mins) Nunc dimittis (8 mins) Salve regina (12 mins) Trivium (7 mins) Dopo la vittoria (11 mins) Interspersed with plainchant and anonymous 12th-, 13th- and 14th-century French and English motets and monody.",m,0,1,0,0
178,"The best samurai film ever made From multi award winning director/actor/writer Takeshi ''Beat'' Kitano comes this beautiful piece, based on an earlier series of films in the 1960s through to the 1980s where Katsu Shintaro played the lead.",m,0,1,0,0
179,"This year''s judges were: Professor Brian Allen , director of studies at the Paul Mellon Institute, (Chairman); Jennifer McRae , distinguished artist and previous prizewinner; Trevor Frankland , president of the Royal Watercolour Society; and Penny Johnson , director of the Government Art Collection. ------------------------------------------------------------------------- The exhibition of prizewinners and selected entries opens at the Mall Galleries, SW1, on September 14, running until September 24, then tours to the Sculpture Hall, Manchester Town Hall (October 8 until October 21).",u,0,0,1,0
180,"A project advisory panel consisting of eight members - two academics, an advisor from the Welsh Local Government Association, a representative of an NGO, the head of policy at Welsh Assembly Government, a director of a ''think tank'', a sustainable development co-ordinator, and a JRF staff member - played a helpful role in advising the research team.",u,0,0,1,0
181,"Since 1994 he has been director of the Dhamar Project, which is investigating long term archaeological and landscape history of the Yemen plateau.",m,0,1,0,0
182,"Speaker: Piers Hellawell Date/Time: 12/11/2002, 1pm Venue: Barnard''s Inn Hall Today''s festival director has gone from administrator to creator; impresarii are as involved as their artistes in developing individual events.",u,0,0,1,0
183,"This can be found at Amazon.com and Amazon.co.uk . Goodwin also scored the four Miss Marple movies (all the titles begin with ""Murder"" of course) by director George Pollock starring Margaret Rutherford as Agatha Christie''s sleuth.",m,0,1,0,0
184,Your rights under our charter for the bereaved concerning arranging a funeral without a funeral director are as follows: It is your right to organise a funeral without the use of a funeral director.,u,0,0,1,0
185,"Q: John Maybury, the director, was saying that the film could be seen in a different light because of the way that Iraqi prisoners have been treated in Abu Ghraib.",m,0,1,0,0
186,"''Because the new name reflects the executive facilities,'' Dr Judy Scully, AMIRS newly appointed director, offers.",f,1,0,0,0
187,"Mr Buchan''s finance director, Garry Watts, who joined SSL at the same time, has a similar golden parachute clause in his contract, entitling him to a payoff equivalent to up to 26 months'' basic salary, according to Manifest, if he loses his job in a takeover.",m,0,1,0,0
188,"Hopefully it will put a smile on your face"" – Jon Favreau, director of Elf",m,0,1,0,0
189,"Taylor, you''re my director of the year.",u,0,0,1,0
190,This can be given to the funeral director or sent to the cemetery or crematorium.,u,0,0,1,0
191,"Director: Jimmy Tseng Writer: Danny Liu Producer: Richard Wong Cast: Maple Lin, Jerry Young, Keith Lee Year of release: 1983 Country: Hong Kong Reviewed from: UK DVD Even by my pitifully low standards, this is a rubbish film.",m,0,1,0,0
192,"Alan Charles Kors < akors@sas.upenn.edu > is a professor of history at the University of Pennsylvania, co-author of The Shadow University: The Betrayal of Liberty on America''s Campuses (Harper Collins), and president of FIRE, the Foundation for Individual Rights in Education . He is indebted to Thor Halvorssen, executive director of FIRE, for the materials and interviews from the Nebraska conference.",m,0,1,0,0
193,"If this director had been able to work with the US cast and shortened his silence part up, then we would have had a much better film than either version that we do have.",u,0,0,1,0
194,"While ''The Sixth Day'' appears to carry a strong anti-cloning message, it is difficult to take this message very seriously and at certain key points, the writers and director appear to be in two minds as to whether cloning technology is inherently evil, or whether it is merely the unethical application of biotechnology by power-crazed corporate bosses which is at the root of the problem.",u,0,0,1,0
195,"Linda Dunion, director of the ''see me'' campaign said: â€œStigma against people who self-harm is discouraging young people from getting the help they need.",f,1,0,0,0
196,"Or juliet@viva.org.uk Amanda Woodvine, nutritionist VVF, on 0117 970 5190 or amanda@vegetarian.org.uk Tony Wardle, associate director VVF, on 0117 970 5190.",m,0,1,0,0
197,"""On Identity , we were given tremendous freedom by Sony and director James Mangold gave us original props that we got to scan and really flesh out the film,"" he adds.",m,0,1,0,0
198,"He described the outcome of the talks with Lewis and director Don Goss as positive, but Griffins group are thought to be mainly concerned with redevelopment of the Vetch.",m,0,1,0,0
199,"The director of "" Ma''amarot, "" Avi Assaraf, is a graduate of Jerzy Grotwoski''s acting studio in Pontadera, Italy.",u,0,0,1,0
200,The commentary talks much about the making of process and how the director himself had to go about bringing the show to life.,m,0,1,0,0
