Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
180,"Andy: They''d sent me an e-mail - I wanted to try with my own band but nothing came of it, I couldn''t find a single musician - so I replied and decided to go for it.",u,0,0,1,0
181,"Local cinema and music stalwart dies Orkney businessman, musician and photographer Dougie Shearer has died at the age of 89.",m,0,1,0,0
182,I never thought of myself as a jazz musician.,u,0,0,1,0
183,"The sound was, of course, loud but mixed just right for crystal clarity of each musician.",u,0,0,1,0
184,It was something to do until I could get work as a musician!,u,0,0,1,0
185,"Based on a novel by László Krasznahorkai, it is a powerful and disturbing film that, in its surreal depiction of growing madness in an unnamed town, is reminiscent of Roy Andersson''s Songs From the Second Floor . The film takes its name from the theories of Janos'' ""uncle"" Gyorgy Eszter (Peter Fitz), a musicologist who tells him of his obsession with the legacy of Andreas Werckmeister, a 17th century German musician who created the twelve-tone scale.",m,0,1,0,0
186,"The reality is that his Dad (Dutton) is a failed musician, his Mum (Phillips) has to cope with having all the furniture repossessed and his sister Tolly (Preston) is losing her teeth and as annoying as ever.",m,0,1,0,0
187,"Also, I wasn''t pigeonholed as a ''female'' musician.",f,1,0,0,0
188,"I thought the idea of Punk, to make your statement without having to be a seasoned musician was a good idea up to a point...but some level up ability was surely necessary....or was it?",u,0,0,1,0
189,I''m a musician who plays drums.,u,0,0,1,0
190,"The list goes on – and there will be acoustic music from traditional musician Richard Collins, who also plays in a current chart-topping band but will present traditional instruments on Saturday night including mandolin and ukulele.",m,0,1,0,0
191,"""I''m a musician, so I''ll stick to that right now,"" he said as he sat down to play, ""but I just want to say thanks to all of you for coming along to support this.",m,0,1,0,0
192,""" Her father, ""an excellent musician"", taught her how to play guitar, and at the age of seven she wrote her first song which she says was ""about a pixie.",m,0,1,0,0
193,"Directed by Adam Meggido, with an original score from acclaimed folk musician Jon Boden, this is an action-packed adventure for everyone to enjoy.",m,0,1,0,0
194,He was a gifted musician and artist and was involved in Education.,m,0,1,0,0
195,The musician hopes to attract unsigned bands who will vie for a £1.5 million recording contract.,u,0,0,1,0
196,"The second half of the day will be spent with a Victorian musician, learning through songs, music and dance, from parlour to street corner.",u,0,0,1,0
197,"Helen is extremely multi-talented and apart from having brought up a family (whilst doing practical jobs like running a vegetarian restaurant and working in the family market garden) she is a painter, has an MA in Creative Writing and Poetry, made jewellery and is a musician, who has sang and played guitar in various bands for 17 years.",f,1,0,0,0
198,"I explored the many avenues of Rock, Pop and Jazz funk bands as a musician and singer, playing all over Lancashire before embarking on world tours for Cunard and Princess cruise lines.",u,0,0,1,0
199,"When slide guitarist Duane Allman, who at the time was an established Muscle Shoals studio musician, was offered a record deal he convened Betts and Oakley from The Second Coming, along with his younger brother Gregg, in what would become The Allman Brothers Band.",m,0,1,0,0
200,"PIANO 13-15 Lesley Young Since winning first prize in the 1976 Dudley Piano Competition Lesley has established a reputation as soloist and chamber musician throughout Europe and Australia, playing with major orchestras and performers, and commissioning and premiering a number of new works.",f,1,0,0,0
201,"During my visiting over the years, and particularly in my year as Master, it had become obvious that we were not alone in having no musician within the Lodge.",u,0,0,1,0
